code,R,F,M,Àà±ð
1345,140,1,37,7
1346,107,1,144,3
1347,109,1,143,3
1348,133,1,89,7
1349,169,1,45,7
1350,170,1,82,7
1351,159,2,53,2
1352,72,1,92,1
1353,72,1,59,1
1354,73,2,150,2
1355,170,1,87,7
1356,133,1,217,0
1357,36,1,116,1
1358,111,1,237,0
1359,18,2,235,2
1360,170,1,239,0
1361,6,1,40,1
1362,14,1,87,1
1363,133,1,117,3
1364,133,1,242,0
1365,73,2,207,2
1366,133,1,47,7
1367,51,1,44,1
1368,119,1,136,3
1369,163,1,59,7
1370,131,1,215,0
1371,108,1,217,0
1372,133,1,87,7
1373,131,1,232,0
1374,13,1,159,4
1375,8,1,84,1
1376,47,2,194.5,2
1377,19,2,72,2
1378,36,1,32,1
1379,122,1,34,7
1380,155,1,186,0
1381,170,1,84,7
1382,24,1,255,4
1383,44,1,37,1
1384,131,1,123,3
1385,63,1,49,1
1386,14,2,102,2
1387,91,1,226,0
1388,102,1,139,3
1389,47,1,124,1
1390,4,1,42,1
1391,73,2,204,2
1392,151,1,168,3
1393,131,1,87,7
1394,151,1,254,0
1395,133,1,269,0
1396,60,1,144,4
1397,35,1,47,1
1398,170,1,121,3
1399,168,1,42,7
1400,35,1,89,1
1401,133,1,89,7
1402,121,1,171,3
1403,21,1,149,4
1404,30,1,144,4
1405,73,1,87,1
1406,161,1,42,7
1407,73,1,99,1
1408,89,1,264,0
1409,28,1,59,1
1410,44,1,149,4
1411,10,1,118,1
1412,151,1,73,7
1413,170,1,147,3
1414,154,1,63,7
1415,132,1,222,0
1416,13,1,30,1
1417,133,1,212,0
1418,132,1,140,3
1419,14,1,165,4
1420,151,1,218,0
1421,27,1,206,4
1422,170,1,42,7
1423,170,1,63,7
1424,101,1,166,3
1425,158,1,84,7
1426,158,1,182,0
1427,133,1,33,7
1428,133,1,108,3
1429,21,1,134,1
1430,131,1,254,0
1431,121,1,94,3
1432,170,1,82,7
1433,67,1,49,1
1434,62,2,121.5,2
1435,133,1,123,3
1436,157,1,79,7
1437,15,1,49,1
1438,19,1,34,1
1439,167,1,173,3
1440,58,1,210,4
1441,44,1,262,4
1442,133,1,246,0
1443,28,1,116,1
1444,133,1,200,0
1445,133,1,173,3
1446,169,1,64,7
1447,155,1,183,0
1448,71,1,207,4
1449,7,2,138.5,2
1450,130,1,144,3
1451,112,1,180,3
1452,170,1,35,7
1453,22,1,144,4
1454,95,1,194,3
1455,132,1,500,0
1456,8,1,58,1
1457,14,1,197,4
1458,153,1,163,3
1459,0,1,63,1
1460,11,1,37,1
1461,18,1,89,1
1462,110,1,261,0
1463,133,1,89,7
1464,169,1,183,0
1465,8,1,224,4
1466,133,1,192,0
1467,115,1,49,7
1468,17,1,98,1
1469,22,1,141,4
1470,165,1,154,3
1471,119,1,253,0
1472,10,1,134,1
1473,99,1,186,3
1474,133,1,87,7
1475,14,1,155,4
1476,151,1,243,0
1477,101,1,211,0
1478,152,1,258,0
1479,169,1,67,7
1480,19,1,79,1
1481,170,1,89,7
1482,156,1,186,0
1483,112,1,40,7
1484,165,1,249,0
1485,133,1,33,7
1486,163,1,79,7
1487,71,1,262,4
1488,33,1,274,4
1489,12,1,177,4
1490,73,1,258,4
1491,71,1,197,4
1492,18,1,180,4
1493,170,1,82,7
1494,60,1,73,1
1495,122,1,232,0
1496,106,1,128,3
1497,18,1,180,4
1498,11,1,234,4
1499,159,1,159,3
1500,156,1,68,7
1501,37,1,94,1
1502,3,1,267,4
1503,133,1,87,7
1504,111,1,149,3
1505,131,1,117,3
1506,51,2,107,2
1507,158,1,84,7
1508,160,1,76,7
1509,161,1,210,0
1510,92,1,94,3
1511,133,1,259,0
1512,5,2,163.5,2
1513,132,1,254,0
1514,18,1,245,4
1515,50,1,221,4
1516,73,1,89,1
1517,89,1,40,1
1518,161,1,224,0
1519,170,1,74,7
1520,91,1,94,3
1521,15,1,144,4
1522,32,1,113,1
1523,62,1,94,1
1524,146,1,89,7
1525,160,1,33,7
1526,160,2,115,2
1527,152,1,39,7
1528,92,1,226,0
1529,130,1,204,0
1530,73,1,249,4
1531,84,1,149,3
1532,170,1,72,7
1533,5,1,40,1
1534,133,1,87,7
1535,18,1,30,1
1536,179,1,240,0
1537,19,1,94,1
1538,24,1,34,1
1539,166,1,56,7
1540,12,1,121,1
1541,91,1,94,3
1542,168,1,272,0
1543,177,1,134,3
1544,170,1,79,7
1545,170,1,72,7
1546,92,1,128,3
1547,128,1,30,7
1548,11,1,79,1
1549,158,1,214,0
1550,133,1,219,0
1551,5,1,54,1
1552,3,1,149,4
1553,133,2,88,2
1554,101,1,41,7
1555,133,1,89,7
1556,128,2,42,2
1557,132,1,87,7
1558,65,1,49,1
1559,151,2,72,2
1560,92,1,94,3
1561,24,1,149,4
1562,133,1,87,7
1563,14,1,74,1
1564,40,1,198,4
1565,33,1,184,4
1566,44,1,124,1
1567,52,1,89,1
1568,133,1,128,3
1569,170,1,242,0
1570,94,2,139.5,2
1571,143,1,144,3
1572,170,1,89,7
1573,164,1,63,7
1574,110,1,210,0
1575,101,1,99,3
1576,132,1,130,3
1577,71,1,140,4
1578,156,1,143,3
1579,142,1,149,3
1580,4,1,158,4
1581,22,1,256,4
1582,56,1,40,1
1583,133,1,87,7
1584,41,1,144,4
1585,14,1,175,4
1586,121,1,185,3
1587,58,1,209,4
1588,164,2,95,2
1589,91,1,201,4
1590,51,1,183,4
1591,86,1,232,0
1592,164,2,134,2
1593,7,1,44,1
1594,8,1,214,4
1595,156,1,79,7
1596,154,1,63,7
1597,105,1,227,0
1598,133,1,53,7
1599,24,1,123,1
1600,41,2,142.5,2
1601,11,1,224,4
1602,21,1,49,1
1603,117,1,49,7
1604,44,1,124,1
1605,133,1,391,0
1606,102,1,204,0
1607,170,1,87,7
1608,103,1,98,3
1609,90,1,184,3
1610,133,1,208,0
1611,137,1,253,0
1612,86,1,144,3
1613,155,1,124,3
1614,133,1,99,3
1615,24,1,32,1
1616,56,1,144,4
1617,17,1,94,1
1618,6,1,127,1
1619,170,1,113,7
1620,122,1,149,3
1621,143,1,135,3
1622,102,1,34,7
1623,121,1,222,0
1624,117,1,204,0
1625,73,1,122,1
1626,166,1,30,7
1627,133,1,101,3
1628,92,1,187,3
1629,170,1,87,7
1630,73,1,200,4
1631,108,1,40,7
1632,170,1,148,3
1633,73,1,87,1
1634,6,1,89,1
1635,133,1,33,7
1636,170,1,79,7
1637,12,1,131,1
1638,14,2,91.5,2
1639,131,1,87,7
1640,167,1,228,0
1641,170,1,184,0
1642,126,1,238,0
1643,133,1,35,7
1644,138,1,65,7
1645,52,1,34,1
1646,39,1,224,4
1647,45,2,248,2
1648,12,1,34,1
1649,4,1,47,1
1650,122,1,34,7
1651,40,1,222,4
1652,170,1,153,3
1653,9,1,224,4
1654,170,1,46,7
1655,72,1,230,4
1656,73,1,87,1
1657,14,1,30,1
1658,100,1,49,7
1659,68,1,99,1
1660,8,2,184,2
1661,133,1,259,0
1662,133,1,87,7
1663,53,1,312,4
1664,73,1,106,1
1665,154,2,108,2
1666,163,1,35,7
1667,170,1,72,7
1668,170,1,123,3
1669,158,1,63,7
1670,44,1,119,1
1671,133,1,89,7
1672,14,1,59,1
1673,170,1,30,7
1674,133,1,118,3
1675,14,1,148,4
1676,53,1,89,1
1677,156,1,221,0
1678,31,1,247,4
1679,18,1,225,4
1680,7,2,137,2
1681,2,2,81,2
1682,92,1,139,3
1683,73,1,52,1
1684,66,1,203,4
1685,164,1,80,7
1686,127,1,192,0
1687,162,1,199,0
1688,150,1,42,7
1689,154,1,220,0
1690,41,1,49,1
1691,122,1,34,7
1692,92,1,204,0
1693,111,1,135,3
1694,156,1,57,7
1695,157,1,87,7
1696,34,1,124,1
1697,73,1,161,4
1698,170,1,79,7
1699,170,1,72,7
1700,14,1,69,1
1701,133,1,141,3
1702,73,1,256,4
1703,141,1,170,3
1704,14,2,108.5,2
1705,127,1,168,3
1706,142,1,49,7
1707,170,1,171,3
1708,156,1,198,0
1709,10,1,128,1
1710,170,1,209,0
1711,155,1,79,7
1712,75,1,254,4
1713,9,1,49,1
1714,73,1,227,4
1715,170,1,83,7
1716,133,1,124,3
1717,101,1,160,3
1718,127,1,227,0
1719,51,1,143,4
1720,153,1,140,3
1721,73,1,31,1
1722,170,1,383,0
1723,96,1,149,3
1724,92,1,234,0
1725,43,1,170,4
1726,96,1,264,0
1727,23,1,85,1
1728,131,1,119,3
1729,143,1,40,7
1730,18,1,56,1
1731,133,1,125,3
1732,114,1,163,3
1733,14,2,111.5,2
1734,14,1,180,4
1735,113,1,49,7
1736,1,1,149,4
1737,14,1,208,4
1738,92,1,126,3
1739,170,1,218,0
1740,170,1,196,0
1741,107,1,173,3
1742,92,1,143,3
1743,115,1,202,0
1744,133,1,31,7
1745,170,1,72,7
1746,31,1,193,4
1747,170,1,64,7
1748,73,1,97,1
1749,36,1,89,1
1750,30,1,130,1
1751,133,2,200,2
1752,10,1,255,4
1753,8,2,60.5,2
1754,28,1,49,1
1755,156,1,93,7
1756,128,1,99,3
1757,131,1,99,3
1758,132,1,175,3
1759,131,1,206,0
1760,14,1,104,1
1761,14,1,142,4
1762,170,1,79,7
1763,14,1,38,1
1764,170,1,444,0
1765,73,2,235,2
1766,60,1,144,4
1767,175,1,49,7
1768,56,1,49,1
1769,93,1,134,3
1770,170,1,236,0
1771,157,1,271,0
1772,156,1,181,0
1773,56,2,142.5,2
1774,131,1,87,7
1775,32,1,49,1
1776,145,1,155,3
1777,13,1,157,4
1778,73,1,41,1
1779,133,1,171,3
1780,73,1,109,1
1781,151,1,87,7
1782,131,1,31,7
1783,108,1,40,7
1784,159,1,65,7
1785,52,1,32,1
1786,170,1,72,7
1787,11,1,244,4
1788,53,1,165,4
1789,132,1,183,3
1790,68,1,185,4
1791,111,2,71.5,2
1792,118,1,129,3
1793,52,1,272,4
1794,128,1,30,7
1795,73,1,117,1
1796,72,1,148,4
1797,24,1,34,1
1798,133,1,47,7
1799,170,1,79,7
1800,44,1,134,1
1801,169,1,77,7
1802,162,1,128,3
1803,71,1,117,1
1804,14,1,79,1
1805,9,1,141,4
1806,73,1,256,4
1807,170,1,79,7
1808,14,1,132,1
1809,84,1,115,3
1810,133,1,209,0
1811,3,1,65,1
1812,112,1,40,7
1813,133,1,125,3
1814,153,1,196,0
1815,133,1,222,0
1816,45,1,217,4
1817,170,1,124,3
1818,153,1,209,0
1819,47,1,124,1
1820,72,1,157,4
1821,29,1,149,4
1822,92,1,79,1
1823,121,1,34,7
1824,161,1,118,3
1825,85,1,150,3
1826,134,1,228,0
1827,72,1,87,1
1828,133,1,87,7
1829,159,1,136,3
1830,167,1,44,7
1831,4,1,270,4
1832,159,1,65,7
1833,9,1,58,1
1834,102,1,34,7
1835,18,1,146,4
1836,157,1,64,7
1837,170,1,72,7
1838,117,1,34,7
1839,133,1,33,7
1840,170,1,30,7
1841,73,1,110,1
1842,14,1,118,1
1843,2,1,69,1
1844,62,1,149,4
1845,163,1,87,7
1846,37,1,30,1
1847,9,1,265,4
1848,101,1,49,7
1849,60,1,172,4
1850,17,2,218,2
1851,24,2,42.5,2
1852,34,1,115,1
1853,170,1,160,3
1854,159,1,90,7
1855,102,1,123,3
1856,133,1,178,3
1857,66,1,144,4
1858,143,1,144,3
1859,91,1,121,3
1860,14,1,57,1
1861,1,1,141,4
1862,5,1,34,1
1863,104,1,172,3
1864,73,1,166,4
1865,14,1,82,1
1866,170,1,138,3
1867,14,1,274,4
1868,165,1,42,7
1869,170,1,178,0
1870,133,1,31,7
1871,91,1,219,0
1872,131,1,155,3
1873,73,2,137.5,2
1874,107,1,68,7
1875,73,1,95,1
1876,167,1,117,3
1877,151,1,40,7
1878,14,2,74,2
1879,152,1,137,3
1880,131,1,30,7
1881,0,1,267,4
1882,44,2,294.5,2
1883,11,2,185.5,2
1884,80,1,149,3
1885,7,1,65,1
1886,13,1,72,1
1887,53,1,239,4
1888,100,1,272,0
1889,128,1,231,0
1890,170,1,87,7
1891,6,1,83,1
1892,3,1,132,1
1893,14,1,121,1
1894,133,1,87,7
1895,167,1,183,0
1896,68,1,164,4
1897,157,1,63,7
1898,44,1,136,1
1899,37,1,51,1
1900,17,1,252,4
1901,62,1,36,1
1902,33,1,110,1
1903,133,2,205,2
1904,170,1,144,3
1905,133,1,87,7
1906,164,1,264,0
1907,170,1,84,7
1908,167,1,73,7
1909,131,1,245,0
1910,10,1,227,4
1911,89,1,239,0
1912,34,1,99,1
1913,7,1,82,1
1914,170,1,79,7
1915,133,1,184,3
1916,14,1,226,4
1917,178,1,266,0
1918,133,1,309,0
1919,84,1,257,0
1920,51,1,44,1
1921,8,1,206,4
1922,73,1,228,4
1923,170,1,75,7
1924,92,1,231,0
1925,73,1,87,1
1926,0,1,270,4
1927,170,1,84,7
1928,11,1,44,1
1929,162,1,196,0
1930,92,1,131,3
1931,170,1,87,7
1932,9,1,100,1
1933,153,1,114,3
1934,59,1,182,4
1935,10,1,40,1
1936,139,1,149,3
1937,119,1,58,7
1938,165,1,244,0
1939,170,1,79,7
1940,163,1,30,7
1941,72,1,33,1
1942,156,1,37,7
1943,102,1,139,3
1944,155,1,72,7
1945,2,1,83,1
1946,150,1,260,0
1947,73,1,222,4
1948,11,1,85,1
1949,154,1,87,7
1950,170,1,69,7
1951,7,1,199,4
1952,14,1,72,1
1953,165,1,82,7
1954,14,1,237,4
1955,170,1,196,0
1956,14,1,257,4
1957,115,1,42,7
1958,73,1,230,4
1959,102,1,201,0
1960,92,1,183,3
1961,73,1,169,4
1962,140,1,149,3
1963,122,1,94,3
1964,121,1,149,3
1965,169,1,100,7
1966,127,1,180,3
1967,169,1,89,7
1968,9,1,125,1
1969,11,1,89,1
1970,133,1,212,0
1971,92,1,119,3
1972,68,1,139,4
1973,170,1,209,0
1974,121,1,111,3
1975,101,1,34,7
1976,2,1,132,1
1977,72,1,66,1
1978,133,1,112,3
1979,71,1,184,4
1980,167,1,72,7
1981,89,1,270,0
1982,56,1,236,4
1983,164,1,198,0
1984,131,1,161,3
1985,133,1,190,0
1986,161,1,64,7
1987,52,1,89,1
1988,52,1,246,4
1989,14,1,69,1
1990,161,1,163,3
1991,106,1,49,7
1992,170,1,179,0
1993,0,2,129,2
1994,73,1,241,4
1995,167,1,72,7
1996,158,1,63,7
1997,9,2,95.5,2
1998,41,1,37,1
1999,14,2,238,2
2000,170,1,84,7
2001,132,1,201,0
2002,134,1,261,0
2003,23,1,262,4
2004,132,1,31,7
2005,133,1,255,0
2006,73,1,123,1
2007,100,1,94,3
2008,14,1,31,1
2009,132,1,181,3
2010,72,1,205,4
2011,102,1,183,3
2012,132,2,104,2
2013,73,1,115,1
2014,47,1,205,4
2015,52,1,149,4
2016,36,1,94,1
2017,11,1,159,4
2018,166,1,87,7
2019,133,1,237,0
2020,131,1,212,0
2021,80,1,65,1
2022,14,1,102,1
2023,30,1,185,4
2024,121,1,184,3
2025,132,1,38,7
2026,47,1,49,1
2027,33,2,138.5,2
2028,18,1,255,4
2029,166,1,140,3
2030,7,1,177,4
2031,112,1,47,7
2032,170,1,34,7
2033,170,1,37,7
2034,16,1,161,4
2035,170,1,46,7
2036,170,1,30,7
2037,155,1,37,7
2038,73,1,436,0
2039,14,1,235,4
2040,35,3,94.66666667,6
2041,93,1,144,3
2042,157,1,131,3
2043,101,1,94,3
2044,147,1,49,7
2045,57,1,233,4
2046,162,1,89,7
2047,10,2,127.5,2
2048,53,1,89,1
2049,95,1,144,3
2050,167,1,222,0
2051,133,1,89,7
2052,119,1,34,7
2053,169,1,89,7
2054,132,1,89,7
2055,161,1,30,7
2056,4,1,144,4
2057,159,1,124,3
2058,170,1,240,0
2059,111,1,168,3
2060,164,1,265,0
2061,159,1,151,3
2062,13,1,86,1
2063,73,2,128.5,2
2064,158,1,65,7
2065,72,2,85.5,2
2066,72,1,184,4
2067,31,1,180,4
2068,73,1,240,4
2069,62,2,236,2
2070,73,1,99,1
2071,170,1,141,3
2072,92,1,34,1
2073,170,1,238,0
2074,170,1,79,7
2075,170,1,72,7
2076,50,1,144,4
2077,176,1,145,3
2078,73,1,111,1
2079,72,1,33,1
2080,170,1,72,7
2081,2,1,160,4
2082,163,1,34,7
2083,133,1,247,0
2084,133,1,71,7
2085,131,1,88,7
2086,170,1,166,3
2087,132,1,248,0
2088,14,1,32,1
2089,163,2,100.5,2
2090,133,1,170,3
2091,14,1,149,4
2092,170,1,89,7
2093,158,1,247,0
2094,118,2,252,2
2095,160,1,65,7
2096,170,1,69,7
2097,152,1,74,7
2098,163,1,34,7
2099,170,1,116,7
2100,132,1,169,3
2101,11,2,80,2
2102,11,1,198,4
2103,4,1,144,4
2104,91,1,33,1
2105,53,1,89,1
2106,18,1,246,4
2107,33,1,34,1
2108,165,1,49,7
2109,133,1,239,0
2110,118,1,144,3
2111,170,1,64,7
2112,100,1,123,3
2113,73,1,195,4
2114,73,1,87,1
2115,24,1,225,4
2116,73,2,207,2
2117,154,1,87,7
2118,170,1,136,3
2119,170,1,67,7
2120,128,1,80,7
2121,23,1,115,1
2122,7,3,231.6666667,6
2123,15,1,201,4
2124,133,1,33,7
2125,158,1,59,7
2126,133,1,89,7
2127,151,1,82,7
2128,170,1,66,7
2129,133,1,33,7
2130,170,1,72,7
2131,165,1,227,0
2132,11,1,34,1
2133,102,1,34,7
2134,92,1,207,0
2135,33,1,172,4
2136,132,1,33,7
2137,168,1,79,7
2138,46,1,162,4
2139,80,1,144,3
2140,10,1,127,1
2141,73,2,139.5,2
2142,169,1,72,7
2143,116,1,117,3
2144,71,1,42,1
2145,27,1,134,1
2146,10,1,69,1
2147,152,2,98,2
2148,53,2,178.5,2
2149,170,1,52,7
2150,53,1,228,4
2151,133,1,114,3
2152,14,1,31,1
2153,73,1,251,4
2154,170,1,228,0
2155,36,1,34,1
2156,133,1,87,7
2157,170,1,87,7
2158,115,1,45,7
2159,156,1,232,0
2160,14,1,145,4
2161,170,1,111,7
2162,13,1,147,4
2163,170,1,84,7
2164,24,1,47,1
2165,92,1,138,3
2166,121,1,47,7
2167,159,1,192,0
2168,154,1,63,7
2169,156,1,142,3
2170,139,1,200,0
2171,19,1,178,4
2172,30,1,252,4
2173,91,1,138,3
2174,14,1,72,1
2175,170,1,74,7
2176,95,1,40,7
2177,102,2,153,2
2178,163,1,82,7
2179,170,1,89,7
2180,27,1,38,1
2181,165,1,49,7
2182,101,1,94,3
2183,12,1,38,1
2184,155,1,79,7
2185,27,1,148,4
2186,133,1,159,3
2187,73,1,238,4
2188,52,1,130,1
2189,133,1,89,7
2190,72,2,167,2
2191,47,1,49,1
2192,73,1,104,1
2193,35,2,96,2
2194,27,1,44,1
2195,13,1,84,1
2196,91,1,140,3
2197,52,1,191,4
2198,12,1,89,1
2199,10,1,58,1
2200,154,1,79,7
2201,133,1,130,3
2202,47,1,147,4
2203,122,1,47,7
2204,41,1,34,1
2205,2,1,224,4
2206,92,1,149,3
2207,133,1,89,7
2208,25,1,274,4
2209,24,1,231,4
2210,48,1,40,1
2211,6,1,162,4
2212,163,1,172,3
2213,14,1,164,4
2214,133,1,201,0
2215,92,1,123,3
2216,74,1,231,4
2217,86,1,49,1
2218,39,1,34,1
2219,22,1,256,4
2220,86,1,42,1
2221,170,1,84,7
2222,167,1,240,0
2223,47,1,124,1
2224,132,1,187,0
2225,7,1,79,1
2226,99,1,144,3
2227,10,1,260,4
2228,14,1,33,1
2229,170,1,31,7
2230,151,1,169,3
2231,133,1,221,0
2232,146,1,149,3
2233,11,2,175,2
2234,91,1,157,3
2235,34,1,124,1
2236,73,1,214,4
2237,133,1,174,3
2238,102,1,139,3
2239,14,1,186,4
2240,53,1,266,4
2241,152,1,132,3
2242,133,1,187,0
2243,139,1,124,3
2244,170,1,153,3
2245,133,1,35,7
2246,143,1,144,3
2247,34,1,253,4
2248,133,1,87,7
2249,116,1,196,0
2250,133,1,187,0
2251,108,1,177,3
2252,52,1,214,4
2253,164,1,39,7
2254,153,1,137,3
2255,132,1,105,3
2256,19,1,124,1
2257,8,1,72,1
2258,133,1,99,3
2259,133,1,87,7
2260,104,1,37,7
2261,176,1,202,0
2262,131,1,106,3
2263,170,1,103,7
2264,101,1,79,7
2265,159,1,79,7
2266,122,1,123,3
2267,37,1,124,1
2268,133,1,87,7
2269,131,1,179,3
2270,19,1,94,1
2271,112,1,122,3
2272,133,1,87,7
2273,170,1,120,3
2274,65,1,47,1
2275,159,1,263,0
2276,122,1,94,3
2277,170,1,186,0
2278,55,1,133,1
2279,14,1,227,4
2280,159,1,125,3
2281,18,1,94,1
2282,133,1,89,7
2283,73,1,87,1
2284,164,1,82,7
2285,108,1,144,3
2286,14,1,63,1
2287,167,1,248,0
2288,133,1,129,3
2289,100,1,221,0
2290,169,1,63,7
2291,152,1,246,0
2292,19,1,30,1
2293,31,2,43.5,2
2294,24,1,32,1
2295,1,1,122,1
2296,31,1,144,4
2297,68,1,94,1
2298,8,1,63,1
2299,97,2,40.5,2
2300,90,1,252,0
2301,164,1,86,7
2302,5,1,138,4
2303,71,1,199,4
2304,160,1,178,3
2305,140,1,149,3
2306,14,1,70,1
2307,13,1,176,4
2308,34,1,94,1
2309,101,1,221,0
2310,51,1,112,1
2311,170,1,89,7
2312,40,1,178,4
2313,170,1,84,7
2314,32,1,176,4
2315,42,1,259,4
2316,133,1,112,3
2317,151,1,262,0
2318,9,1,84,1
2319,154,1,219,0
2320,132,1,87,7
2321,71,1,233,4
2322,14,1,81,1
2323,170,1,208,0
2324,174,1,165,3
2325,158,1,144,3
2326,133,1,150,3
2327,2,2,177,2
2328,10,1,40,1
2329,12,1,133,1
2330,170,1,79,7
2331,169,1,46,7
2332,92,1,124,3
2333,170,1,84,7
2334,92,1,94,3
2335,125,2,152.5,2
2336,128,1,94,7
2337,128,1,220,0
2338,102,1,262,0
2339,170,1,218,0
2340,24,1,83,1
2341,170,1,84,7
2342,122,1,94,3
2343,170,1,73,7
2344,49,1,177,4
2345,167,1,118,3
2346,170,1,69,7
2347,111,1,144,3
2348,133,1,31,7
2349,56,1,49,1
2350,133,1,87,7
2351,150,1,44,7
2352,141,1,48,7
2353,82,1,149,3
2354,73,1,47,1
2355,92,1,165,3
2356,12,1,213,4
2357,121,1,30,7
2358,137,1,155,3
2359,170,1,165,3
2360,4,1,273,4
2361,170,1,206,0
2362,52,1,80,1
2363,170,1,247,0
2364,133,1,165,3
2365,60,1,49,1
2366,170,1,79,7
2367,155,1,74,7
2368,107,1,128,3
2369,53,1,169,4
2370,12,1,269,4
2371,102,1,79,7
2372,99,1,218,0
2373,133,1,129,3
2374,169,1,176,3
2375,73,1,172,4
2376,17,1,40,1
2377,165,1,82,7
2378,23,1,30,1
2379,133,1,99,3
2380,53,1,32,1
2381,133,1,87,7
2382,162,1,30,7
2383,133,1,31,7
2384,37,1,94,1
2385,133,1,170,3
2386,128,1,137,3
2387,32,3,89.33333333,6
2388,107,1,62,7
2389,170,1,89,7
2390,170,1,260,0
2391,56,1,144,4
2392,14,1,65,1
2393,105,1,156,3
2394,128,1,219,0
2395,107,1,54,7
2396,110,1,144,3
2397,133,1,210,0
2398,73,1,206,4
2399,7,1,154,4
2400,133,4,137.25,6
2401,2,1,220,4
2402,126,1,94,7
2403,132,2,103,2
2404,121,1,146,3
2405,118,1,161,3
2406,160,1,192,0
2407,102,1,182,3
2408,164,1,125,3
2409,160,1,72,7
2410,133,2,75,2
2411,170,1,79,7
2412,100,1,210,0
2413,37,2,116,2
2414,73,1,216,4
2415,170,1,215,0
2416,14,1,37,1
2417,133,1,87,7
2418,68,1,224,4
2419,14,1,178,4
2420,16,1,49,1
2421,7,1,37,1
2422,37,1,111,1
2423,69,1,155,4
2424,73,2,211,2
2425,116,1,177,3
2426,159,1,63,7
2427,73,1,87,1
2428,51,1,134,1
2429,160,2,58,2
2430,37,1,94,1
2431,133,1,210,0
2432,7,1,226,4
2433,133,1,87,7
2434,170,1,87,7
2435,155,1,113,3
2436,170,1,266,0
2437,48,2,53,2
2438,170,1,229,0
2439,133,1,87,7
2440,162,1,34,7
2441,128,1,123,3
2442,88,1,249,0
2443,157,1,87,7
2444,16,1,262,4
2445,66,1,182,4
2446,100,1,178,3
2447,160,1,173,3
2448,133,1,98,7
2449,170,1,74,7
2450,37,1,118,1
2451,14,1,30,1
2452,170,1,168,3
2453,159,1,74,7
2454,32,1,273,4
2455,99,1,144,3
2456,73,1,30,1
2457,16,1,228,4
2458,95,1,251,0
2459,73,1,87,1
2460,24,1,108,1
2461,133,1,117,3
2462,170,1,82,7
2463,151,1,92,7
2464,133,1,87,7
2465,170,1,65,7
2466,6,1,166,4
2467,169,1,35,7
2468,170,1,69,7
2469,164,1,193,0
2470,73,1,87,1
2471,14,1,64,1
2472,170,1,64,7
2473,153,1,201,0
2474,73,1,203,4
2475,170,1,74,7
2476,91,1,94,3
2477,132,1,263,0
2478,142,1,301,0
2479,33,1,89,1
2480,132,1,126,3
2481,102,1,30,7
2482,104,1,49,7
2483,170,1,84,7
2484,14,1,79,1
2485,73,1,87,1
2486,73,1,161,4
2487,170,1,37,7
2488,16,1,49,1
2489,170,1,169,3
2490,133,1,194,0
2491,113,1,144,3
2492,37,1,94,1
2493,33,1,230,4
2494,10,1,34,1
2495,163,1,34,7
2496,73,1,112,1
2497,133,1,87,7
2498,121,1,226,0
2499,170,1,72,7
2500,133,1,97,7
2501,168,1,97,7
2502,132,1,152,3
2503,0,1,82,1
2504,162,1,45,7
2505,13,1,87,1
2506,132,1,34,7
2507,172,1,148,3
2508,118,1,46,7
2509,170,1,240,0
2510,128,1,132,3
2511,33,1,80,1
2512,131,1,104,3
2513,133,1,31,7
2514,73,1,31,1
2515,178,1,142,3
2516,14,1,30,1
2517,133,1,99,3
2518,72,1,38,1
2519,42,1,259,4
2520,14,1,74,1
2521,14,1,38,1
2522,140,1,232,0
2523,37,1,94,1
2524,11,1,208,4
2525,4,1,58,1
2526,162,1,72,7
2527,162,1,224,0
2528,133,1,50,7
2529,2,1,253,4
2530,19,1,153,4
2531,133,1,87,7
2532,14,2,55.5,2
2533,19,1,232,4
2534,59,2,36,2
2535,14,1,149,4
2536,37,1,30,1
2537,59,1,145,4
2538,15,3,77.66666667,6
2539,2,1,73,1
2540,170,1,174,3
2541,159,1,72,7
2542,164,3,102.6666667,6
2543,133,1,87,7
2544,152,1,31,7
2545,170,1,212,0
2546,26,1,264,4
2547,133,1,87,7
2548,29,2,87,2
2549,101,1,94,3
2550,164,1,34,7
2551,170,1,79,7
2552,71,1,87,1
2553,169,1,160,3
2554,168,1,51,7
2555,145,1,150,3
2556,133,1,56,7
2557,164,1,64,7
2558,170,1,72,7
2559,155,1,65,7
2560,131,1,45,7
2561,90,1,34,1
2562,24,3,180.3333333,6
2563,42,1,149,4
2564,170,1,82,7
2565,11,1,124,1
2566,133,1,141,3
2567,60,1,48,1
2568,15,1,200,4
2569,102,1,94,3
2570,9,1,164,4
2571,14,1,134,1
2572,53,1,122,1
2573,111,1,144,3
2574,170,1,175,3
2575,73,1,122,1
2576,156,1,65,7
2577,5,1,213,4
2578,33,2,149.5,2
2579,2,2,123,2
2580,170,1,72,7
2581,14,1,132,1
2582,53,1,42,1
2583,11,1,68,1
2584,14,1,105,1
2585,121,1,94,3
2586,6,1,40,1
2587,6,1,202,4
2588,7,1,41,1
2589,131,1,176,3
2590,6,1,79,1
2591,128,1,94,7
2592,14,1,60,1
2593,109,1,39,7
2594,73,1,95,1
2595,6,2,126,2
2596,17,1,268,4
2597,170,1,74,7
2598,73,1,35,1
2599,158,1,252,0
2600,170,1,87,7
2601,10,2,117.5,2
2602,162,1,79,7
2603,170,1,87,7
2604,58,2,240.5,2
2605,73,1,87,1
2606,168,1,201,0
2607,141,1,37,7
